"","X","Y","Symbol"
"Srsf3","12.235151","-2.602360e-01","Srsf3"
"NA","11.238262"," 1.497097e-01","NA"
"NA"," 7.118974"," 5.297665e-01","NA"
"Hmgb3","12.881879","-3.490874e-02","Hmgb3"
"Vcl","10.874667","-3.772243e-02","Vcl"
"Vcl"," 4.609884"," 1.962788e-02","Vcl"
"Nr2f2"," 9.245652","-6.385419e-01","Nr2f2"
"Nr2f2","11.227147","-6.366345e-01","Nr2f2"
"Nr2f2"," 8.726046","-7.331879e-01","Nr2f2"
"Rad21","12.442850","-6.542792e-02","Rad21"
"Rad21"," 9.213768"," 9.255851e-02","Rad21"
"Cops4","11.004764"," 2.229702e-01","Cops4"
"Fbln5"," 8.696342","-7.418426e-01","Fbln5"
"Rab31"," 9.742484","-1.104518e-01","Rab31"
"Prdx4","11.384081","-3.080742e-02","Prdx4"
"Prdx4","12.051425"," 3.159452e-02","Prdx4"
"Serpinf1","11.461276","-1.497998e-01","Serpinf1"
"Tpbpb"," 3.550987","-7.842648e-02","Tpbpb"
"Trap1","10.283472","-9.870111e-02","Trap1"
"Kansl2","11.221350","-2.244663e-02","Kansl2"
"Pes1","11.164589","-1.213501e-01","Pes1"
"Pes1"," 8.887749"," 1.901491e-01","Pes1"
"Rbbp9","10.274398"," 1.594989e-01","Rbbp9"
"Vdac3","12.431207","-1.405235e-02","Vdac3"
"NA","12.584804","-2.720532e-01","NA"
"Rbmxl1","12.854314","-7.953415e-02","Rbmxl1"
"Plekhb1"," 6.185582"," 1.513270e-01","Plekhb1"
"Rdx","12.368412","-1.166032e-01","Rdx"
"Rdx","11.939202","-1.214718e-01","Rdx"
"Mesdc2","11.759896","-1.434197e-01","Mesdc2"
"Apba3"," 8.666726","-1.148998e-01","Apba3"
"Ldhb","12.311438"," 5.935612e-02","Ldhb"
"NA","11.300262","-4.946173e-01","NA"
"Adh5","12.668020","-3.139572e-02","Adh5"
"Pnrc2","10.967197"," 5.637947e-02","Pnrc2"
"Pnrc2","11.641050","-8.599853e-02","Pnrc2"
"Gm2a"," 6.667101","-2.452922e-01","Gm2a"
"Sec61a1","12.715001","-2.978648e-03","Sec61a1"
"Sec61a1"," 7.534228","-6.679324e-01","Sec61a1"
"Sec61a1"," 8.590377","-4.020206e-01","Sec61a1"
"Napa"," 8.175950"," 1.333487e-01","Napa"
"Car1"," 4.563670"," 2.725426e-01","Car1"
"Cyp4b1"," 5.086560"," 2.330696e-01","Cyp4b1"
"Inpp5k"," 7.680064"," 2.936961e-02","Inpp5k"
"Rpsa"," 4.113097"," 1.511520e-01","Rpsa"
"Snrpc","11.866749"," 1.332313e-01","Snrpc"
"Nelfcd","10.627332","-4.177622e-02","Nelfcd"
"Kifc3"," 7.773890"," 1.652378e-01","Kifc3"
"Il33"," 4.358241","-7.459228e-02","Il33"
"Crk","10.326045"," 2.735626e-02","Crk"
"Phb2","11.948087"," 9.930846e-02","Phb2"
"Aqp1"," 4.892828","-8.478859e-02","Aqp1"
"Gpd1"," 5.410880","-7.062991e-02","Gpd1"
"Glb1"," 8.687003","-1.788949e-01","Glb1"
"Sipa1"," 8.444546","-2.256919e-01","Sipa1"
"Taz"," 8.865462"," 1.921612e-01","Taz"
"Usp14","11.059560","-1.180031e-01","Usp14"
"Glud1","11.204486","-5.626212e-02","Glud1"
"Imp3","11.208372"," 7.170778e-02","Imp3"
"Ptn","11.348520"," 3.940347e-01","Ptn"
"Magoh","12.802720","-1.002361e-01","Magoh"
"Surf4"," 9.560141","-2.618393e-01","Surf4"
"Mcm4","12.554377"," 2.763810e-02","Mcm4"
"Gosr1"," 8.844791","-1.652822e-01","Gosr1"
"Reps1"," 9.795091","-1.808689e-01","Reps1"
"Rpl37a","14.578629","-2.147343e-02","Rpl37a"
"Rpl37a"," 9.609215","-5.798376e-02","Rpl37a"
"Rpl19","14.184497","-3.187156e-02","Rpl19"
"Spcs1","11.837595"," 2.153553e-01","Spcs1"
"Fstl1","12.053920","-1.189780e-01","Fstl1"
"Nsdhl","10.337179"," 1.850561e-02","Nsdhl"
"Sh3bp5l"," 8.707987","-1.282820e-01","Sh3bp5l"
"Zbtb17"," 9.577905","-5.042175e-02","Zbtb17"
"Adh1"," 5.611922"," 1.431991e-01","Adh1"
"Arpc1b","10.127458"," 3.330546e-01","Arpc1b"
"Arpc1b"," 6.694658","-1.396307e-01","Arpc1b"
"Pin1","11.364169"," 7.849911e-02","Pin1"
"Rfk"," 9.553087"," 2.307568e-01","Rfk"
"Rfk"," 9.573059"," 1.360353e-01","Rfk"
"Vac14"," 7.209036","-4.587760e-01","Vac14"
"Olig2"," 3.513351"," 1.495545e-01","Olig2"
"Eif3i","13.053205"," 6.570673e-03","Eif3i"
"Lrrc59","11.751635","-2.434523e-01","Lrrc59"
"Lrrc59","10.622122","-1.926950e-01","Lrrc59"
"Mpzl2"," 8.922546"," 5.316901e-01","Mpzl2"
"Mpzl2"," 5.691968"," 6.191765e-01","Mpzl2"
"Tie1"," 6.276241","-1.938298e-01","Tie1"
"NA"," 6.225684"," 2.089518e-01","NA"
"Psmb7","10.894779"," 1.285740e-01","Psmb7"
"Sec13","11.608507"," 1.616770e-01","Sec13"
"Klhl13"," 8.360663","-9.684988e-02","Klhl13"
"Rpl35","14.130980","-4.579956e-02","Rpl35"
"Cnbp","13.433602","-2.058214e-01","Cnbp"
"Aurkaip1","11.399355"," 9.021767e-02","Aurkaip1"
"Coro1a"," 9.089160","-5.568675e-02","Coro1a"
"Dctn3","10.883031"," 1.722304e-01","Dctn3"
"Nadk","10.108090","-2.305868e-01","Nadk"
"Nadk"," 8.713519","-1.277902e-01","Nadk"
"Btg2"," 7.503507"," 6.833620e-01","Btg2"
"Mcm6","12.910514","-1.806240e-01","Mcm6"
"Stk38","10.836705","-3.588695e-03","Stk38"
"Cdkn2d"," 9.389581","-8.174400e-02","Cdkn2d"
"Vps16"," 9.562199"," 1.570337e-01","Vps16"
"Gja4"," 7.505848","-2.338673e-02","Gja4"
"Tubb5","14.139398","-8.043573e-03","Tubb5"
"Capn2","10.888390"," 3.395659e-01","Capn2"
"Tk1","10.773659","-6.611598e-02","Tk1"
"Pex12"," 8.340343","-4.910329e-02","Pex12"
"Snx1"," 9.904729"," 1.508242e-01","Snx1"
"Tmem19"," 8.626212","-1.096747e-01","Tmem19"
"Tmem19"," 8.076024"," 1.395991e-01","Tmem19"
"Abcb9"," 5.116637"," 1.107473e-01","Abcb9"
"Abcb9"," 7.878332","-3.875188e-02","Abcb9"
"Capn10"," 8.115906","-8.422889e-02","Capn10"
"Pdyn"," 4.293298"," 1.393874e-01","Pdyn"
"Scoc","10.293786"," 8.151344e-02","Scoc"
"Ets2","10.792373"," 2.916348e-01","Ets2"
"Atp5j2","13.044965","-2.484178e-02","Atp5j2"
"Polr2g","11.656974"," 3.448310e-02","Polr2g"
"Perp"," 9.911041"," 2.823275e-01","Perp"
"Lamtor3","10.067324"," 1.152662e-01","Lamtor3"
"Tnfaip2"," 7.111727","-2.146638e-01","Tnfaip2"
"Ctns"," 6.847305","-1.521092e-01","Ctns"
"Slc26a6"," 7.501810","-7.208120e-02","Slc26a6"
"Rps4x","14.327533"," 2.128820e-02","Rps4x"
"NA","14.424099","-9.228982e-02","NA"
"Atp5o","13.075926","-1.525225e-02","Atp5o"
"Ap1b1"," 9.574301","-2.357775e-01","Ap1b1"
"Uba2","12.361272","-5.019061e-02","Uba2"
"Wdr45b","11.050869"," 7.276649e-02","Wdr45b"
"Psmc3","12.412731"," 5.470358e-02","Psmc3"
"Gart","10.789341","-3.118851e-01","Gart"
"Mrpl28","11.255867","-2.369540e-02","Mrpl28"
"Ndufc1","12.195831","-3.171356e-02","Ndufc1"
"Rgs4"," 4.186361"," 4.940142e-01","Rgs4"
"Rgs4"," 5.657696"," 6.609806e-02","Rgs4"
"Dnaja1","13.142398"," 4.102000e-02","Dnaja1"
"Plod1"," 8.232162","-4.235610e-01","Plod1"
"Psmc4","12.962546"," 4.950857e-02","Psmc4"
"Psmc4","12.144003"," 1.293627e-01","Psmc4"
"Prdx3","10.914757","-8.284757e-02","Prdx3"
"Nfib"," 6.316564","-6.975825e-02","Nfib"
"Scamp3"," 9.319599","-5.380451e-02","Scamp3"
"Il2rg"," 5.850791"," 5.406279e-01","Il2rg"
"Il2rg"," 6.574136"," 4.266485e-01","Il2rg"
"Reg3b"," 5.788086"," 5.374771e-02","Reg3b"
"Mmp9"," 6.041887"," 4.776719e-01","Mmp9"
"Shcbp1","11.305943"," 4.708697e-02","Shcbp1"
"Slc25a3","13.243845"," 3.728133e-02","Slc25a3"
"Ebf1"," 6.967430","-1.230652e+00","Ebf1"
"Ebf1"," 7.153498","-1.414668e+00","Ebf1"
"Litaf","11.251320"," 4.602988e-02","Litaf"
"Litaf","10.402534"," 1.904910e-01","Litaf"
"Sh3bp4"," 8.911552"," 7.023483e-02","Sh3bp4"
"Clca1"," 3.439327"," 1.733149e-01","Clca1"
"Ap1m1"," 9.656456","-1.374666e-01","Ap1m1"
"Ugdh","11.085747"," 4.483082e-01","Ugdh"
"Nusap1","11.173363"," 1.703426e-01","Nusap1"
"Nusap1"," 6.302882"," 1.440979e-01","Nusap1"
"NA"," 9.959751"," 8.409922e-02","NA"
"Rars","11.712379","-8.175816e-02","Rars"
"Mllt11"," 9.019180"," 2.892151e-01","Mllt11"
"Mllt11"," 5.606527"," 1.084768e-01","Mllt11"
"Abhd4"," 8.010275","-1.934180e-02","Abhd4"
"Slc27a2"," 4.975913"," 2.550089e-01","Slc27a2"
"Stambp"," 7.677032"," 4.332269e-01","Stambp"
"Serpinb1a"," 4.392844"," 2.410334e-01","Serpinb1a"
"Adk","11.051577","-1.943850e-01","Adk"
"Sec22a"," 8.687007","-7.408945e-02","Sec22a"
"Prelp"," 5.398173"," 5.626708e-02","Prelp"
"Prelp"," 5.101985","-1.428711e-01","Prelp"
"Kctd20"," 8.939734","-1.298274e-02","Kctd20"
"Kctd20"," 8.722006"," 8.136336e-02","Kctd20"
"Crisp1"," 3.144447"," 3.905372e-02","Crisp1"
"Crip1"," 9.497465"," 7.865102e-02","Crip1"
"Ufc1","11.376839"," 2.147953e-01","Ufc1"
"Atp6v0e","10.900191"," 1.460788e-01","Atp6v0e"
"Cyfip1","12.169856"," 2.985932e-01","Cyfip1"
"Cd81","11.962146"," 1.978303e-03","Cd81"
"Nfe2l1"," 9.883582","-3.474481e-01","Nfe2l1"
"Cirbp"," 9.811507"," 1.551476e-01","Cirbp"
"Dok2"," 6.661544"," 2.377658e-01","Dok2"
"Wwox"," 6.374009","-1.036963e-01","Wwox"
"Mif","14.073947","-2.651446e-02","Mif"
"NA","12.212124"," 1.390044e-02","NA"
"Uqcrb","12.191403"," 1.147216e-01","Uqcrb"
"Sh3gl1"," 9.789833"," 7.293237e-02","Sh3gl1"
"Prkcsh","10.395158","-1.932574e-02","Prkcsh"
"Man2b1"," 9.397856","-1.505460e-01","Man2b1"
"Polr2c","11.445029"," 8.500976e-02","Polr2c"
"Tnc"," 6.996121"," 8.250734e-01","Tnc"
"Lamp2"," 7.673515"," 3.353887e-01","Lamp2"
"Lamp2"," 9.347072"," 1.510422e-01","Lamp2"
"Timm8a1","10.906130","-2.029381e-01","Timm8a1"
"Timm8a1","10.058357","-8.947222e-02","Timm8a1"
"Men1"," 9.469698","-2.647029e-01","Men1"
"Men1"," 7.801566","-6.382263e-01","Men1"
"Mrpl34","11.590299"," 6.530719e-02","Mrpl34"
"Klf16"," 8.679311","-4.315774e-01","Klf16"
"Map2k1","10.322879","-3.203353e-01","Map2k1"
"Tecr","11.231826"," 4.088847e-02","Tecr"
"Nr1h2"," 7.532325"," 2.297988e-01","Nr1h2"
"Rbmx","10.508648","-4.635118e-02","Rbmx"
"Rbmx"," 5.023322"," 1.312662e-01","Rbmx"
"Gmpr2"," 9.917634"," 5.697191e-02","Gmpr2"
"Mcam"," 7.512246","-4.535939e-01","Mcam"
"Mfsd10"," 8.056343","-1.927025e-01","Mfsd10"
"Snx18","10.462103","-1.209282e-01","Snx18"
"Snx18"," 8.904537"," 1.594553e-01","Snx18"
"Dync1i1"," 7.427324","-4.605409e-01","Dync1i1"
"Fkbp4","12.079024","-7.930014e-02","Fkbp4"
"NA"," 7.370786"," 3.381118e-02","NA"
"Hsp90ab1","13.868339","-1.151383e-01","Hsp90ab1"
"Hsp90ab1","14.036483","-3.458013e-02","Hsp90ab1"
"NA","12.244557","-7.464833e-02","NA"
"1110001J03Rik","10.219210"," 1.218015e-03","1110001J03Rik"
"Gsta4","11.320757"," 7.587792e-03","Gsta4"
"Hiatl1","10.004442","-9.606007e-02","Hiatl1"
"Zscan21","10.376455"," 3.956581e-03","Zscan21"
"Apod"," 6.573742","-3.079308e-01","Apod"
"Ptdss1"," 9.746965","-1.213850e-01","Ptdss1"
"Nfs1"," 9.260725"," 7.973048e-02","Nfs1"
"Ap3m1"," 9.275555"," 2.175378e-02","Ap3m1"
"Ap3m1"," 8.047985"," 1.820074e-02","Ap3m1"
"Tmem97"," 9.499756","-3.436212e-02","Tmem97"
"Pdcd7"," 9.424331","-1.299808e-01","Pdcd7"
"Pnkp"," 8.227387"," 6.951884e-02","Pnkp"
"Panx1"," 9.700070","-1.801087e-01","Panx1"
"Mov10"," 8.255217","-3.699517e-01","Mov10"
"Prdx5","10.481345","-5.875387e-02","Prdx5"
"Ctsc"," 8.984915"," 4.307672e-01","Ctsc"
"Pcx"," 8.909420","-3.173856e-01","Pcx"
"Cope","11.363258"," 1.688256e-01","Cope"
"M6pr","10.596304"," 9.150377e-03","M6pr"
"M6pr"," 8.367932"," 6.267931e-01","M6pr"
"Pip4k2c"," 8.304459","-1.774124e-01","Pip4k2c"
"Pip4k2c"," 6.255065","-2.037562e-01","Pip4k2c"
"Rcbtb2","11.585650"," 1.383158e-02","Rcbtb2"
"Rcbtb2","10.501091"," 1.679588e-01","Rcbtb2"
"Ptcd1"," 7.837306","-1.238956e-01","Ptcd1"
"Atp6v0c","12.234240","-3.024306e-02","Atp6v0c"
"Emg1","12.480220","-6.652522e-02","Emg1"
"Bag1","11.589850"," 2.943482e-02","Bag1"
"Guk1","10.217116"," 2.929032e-03","Guk1"
"Snx4"," 5.727394","-2.856477e-01","Snx4"
"Mesdc1"," 8.102010","-5.520513e-02","Mesdc1"
"Mesdc1"," 5.538583","-4.182211e-02","Mesdc1"
"Hmox2","10.986844"," 9.682168e-02","Hmox2"
"Pycrl","10.599965","-1.145671e-02","Pycrl"
"Cd82"," 7.950795"," 1.297080e-02","Cd82"
"Abcb10"," 9.260562"," 7.049200e-02","Abcb10"
"Abcb10"," 8.020238"," 2.222692e-01","Abcb10"
"NA","14.191883","-6.950234e-03","NA"
"Bgn"," 9.952786"," 1.441924e-01","Bgn"
"Pea15a"," 8.181874"," 1.560427e-01","Pea15a"
"Pea15a"," 9.227455"," 1.332591e-01","Pea15a"
"Acox1"," 8.962760"," 1.901134e-01","Acox1"
"Acox1"," 8.080144","-1.125654e-01","Acox1"
"Pafah1b3","11.996370"," 2.062634e-01","Pafah1b3"
"Gstm2"," 7.744470"," 5.277910e-01","Gstm2"
"Nsmaf"," 9.578878","-1.366154e-01","Nsmaf"
"Ctsj"," 3.441907","-3.104390e-01","Ctsj"
"Emilin1","10.451591"," 1.283836e-01","Emilin1"
"NA","14.279287","-6.965956e-02","NA"
"Gstm1"," 8.193866"," 1.864003e-01","Gstm1"
"Ndufb7","12.385707"," 2.465832e-01","Ndufb7"
"Gabarapl1"," 8.669993"," 2.404797e-01","Gabarapl1"
"Gabarapl1"," 9.646518"," 1.204821e-01","Gabarapl1"
"NA","14.165585"," 1.903643e-02","NA"
"Ssb","10.799471"," 2.159080e-01","Ssb"
"Ssb","10.298827","-3.411077e-02","Ssb"
"Ssb"," 9.678903"," 6.357419e-02","Ssb"
"Plin3","10.016607"," 2.583537e-01","Plin3"
"Pex19"," 9.863665"," 1.107350e-01","Pex19"
"Rab5a","11.591231"," 6.529232e-02","Rab5a"
"Ccni","12.786247","-9.160556e-02","Ccni"
"Thap11","10.548321","-1.772856e-02","Thap11"
"Cat","11.491055"," 1.106028e-01","Cat"
"Cat","10.828879","-9.780844e-02","Cat"
"Tubb6"," 9.903903"," 5.243232e-02","Tubb6"
"Pfkfb3"," 7.917351","-1.799377e-01","Pfkfb3"
"Rpa2","11.156927","-3.520711e-02","Rpa2"
"Bcl2l10"," 4.805096","-3.105547e-01","Bcl2l10"
"Ltbr"," 8.680768"," 1.675870e-01","Ltbr"
"Uqcc1"," 8.567820"," 1.869971e-01","Uqcc1"
"Mapk8ip3"," 5.974903","-2.815905e-01","Mapk8ip3"
"Puf60","12.026272"," 4.372679e-02","Puf60"
"Dctpp1","11.598874","-1.139653e-01","Dctpp1"
"Cd164","11.991610"," 6.355765e-02","Cd164"
"Cpq"," 7.861062"," 4.708944e-01","Cpq"
"Ier2","11.407841","-4.036857e-01","Ier2"
"Sae1","12.220799"," 3.011152e-02","Sae1"
"Elovl2"," 8.922934","-2.299071e-01","Elovl2"
"Fam98a","10.244221"," 8.563270e-02","Fam98a"
"Tmem30a"," 9.129437","-2.723789e-01","Tmem30a"
"Tmem30a"," 9.241445","-3.762062e-01","Tmem30a"
"Itpa","10.848346","-1.774013e-01","Itpa"
"Stxbp2"," 7.303843"," 2.295004e-02","Stxbp2"
"Taf8"," 7.290713"," 4.920567e-02","Taf8"
"Taf8"," 8.333071","-3.317410e-02","Taf8"
"Oat","11.432552"," 9.282281e-02","Oat"
"NA","14.128590","-1.572087e-02","NA"
"Acta2"," 9.543927","-2.415979e+00","Acta2"
"Cryab"," 5.874823","-8.243293e-01","Cryab"
"Chia1"," 5.185881","-2.906258e-02","Chia1"
"Ddah2","11.784802"," 1.574867e-01","Ddah2"
"Arf2"," 9.503422","-9.660921e-02","Arf2"
"Arf2"," 7.941439"," 2.309649e-01","Arf2"
"Miox"," 4.217401","-1.928554e-02","Miox"
"Caprin1","13.143779","-9.857919e-02","Caprin1"
"Caprin1","12.627611","-1.300587e-02","Caprin1"
"Caprin1"," 8.756450"," 2.132979e-02","Caprin1"
"Slc4a1"," 9.355336","-2.187377e-02","Slc4a1"
"Vapa","12.381691","-7.355840e-02","Vapa"
"Vapa","12.541581","-2.570178e-02","Vapa"
"Ddx3x","11.258478","-1.084972e-01","Ddx3x"
"Aldh1a1"," 5.127214"," 6.863022e-02","Aldh1a1"
"Luzp1","10.186224","-7.794284e-02","Luzp1"
"Rpn1","12.103733","-2.704517e-02","Rpn1"
"Cept1","10.246639","-4.455199e-03","Cept1"
"Syap1","10.132248"," 2.332646e-01","Syap1"
"Igdcc4"," 9.905307"," 1.573152e-01","Igdcc4"
"Igdcc4"," 8.542524","-1.500537e-01","Igdcc4"
"Ube2d2a"," 9.039004"," 3.559731e-02","Ube2d2a"
"Ube2d2a","12.584285","-1.395823e-01","Ube2d2a"
"Ube2d2a","11.785774","-1.955457e-01","Ube2d2a"
"Mdh2","12.756098","-1.804870e-02","Mdh2"
"Tmem14c","11.328186"," 3.120809e-02","Tmem14c"
"Higd1a","11.656612"," 2.897443e-02","Higd1a"
"Higd1a"," 8.574965"," 1.523274e-01","Higd1a"
"Ttc3","10.111694","-1.742225e-01","Ttc3"
"Ttc3","12.098451","-1.199792e-01","Ttc3"
"Ttc3","11.396681"," 2.095389e-02","Ttc3"
"Timm23","12.266340","-1.642402e-04","Timm23"
"Aimp1","11.472568","-5.967359e-02","Aimp1"
"Yap1"," 9.686212"," 1.366574e-01","Yap1"
"Ccng2","10.688894"," 2.390999e-01","Ccng2"
"Pi4k2b"," 8.263500","-1.939975e-01","Pi4k2b"
"Tmed6"," 3.260464"," 4.977718e-02","Tmed6"
"Numbl"," 8.073691","-4.152131e-02","Numbl"
"Ccne1","10.412875","-4.252026e-01","Ccne1"
"Ddost","12.058189"," 3.446763e-03","Ddost"
"Ndufs5","11.361648"," 5.391122e-02","Ndufs5"
"NA","12.420157"," 1.765878e-02","NA"
"Mrfap1","13.161562","-1.336532e-01","Mrfap1"
"Pdia4","11.120070"," 2.056100e-02","Pdia4"
"Ppic","10.956183"," 6.510018e-02","Ppic"
"Dctn6","11.525492"," 1.919780e-01","Dctn6"
"Sacm1l","10.434633","-3.396049e-02","Sacm1l"
"Pdpk1"," 9.026715","-3.302767e-02","Pdpk1"
"Preb"," 9.580798"," 4.428331e-02","Preb"
"Lxn","10.491608"," 1.567465e-01","Lxn"
"Ulk1"," 7.410441","-2.213818e-01","Ulk1"
"Nr4a1"," 7.262606","-3.096612e-01","Nr4a1"
"Psma6","12.727690"," 1.336216e-01","Psma6"
"Cnpy2"," 6.519866"," 2.964143e-01","Cnpy2"
"Med28","11.382062"," 1.064773e-01","Med28"
"Tm9sf3","11.402328","-7.871815e-02","Tm9sf3"
"Mrpl4","11.094294"," 3.273198e-02","Mrpl4"
"Cdc42ep4","10.462068"," 1.487909e-02","Cdc42ep4"
"Nubp2"," 9.846945","-3.505275e-02","Nubp2"
"Lamb2"," 7.119202"," 1.351288e-01","Lamb2"
"Fscn1","13.929803","-4.826582e-02","Fscn1"
"Fscn1"," 7.602350"," 4.244294e-01","Fscn1"
"Fscn1"," 7.524776"," 6.050791e-01","Fscn1"
"Pnpla6"," 7.622190","-1.064167e-01","Pnpla6"
"H1foo"," 4.641011"," 2.894972e-01","H1foo"
"NA","14.194396","-8.629628e-02","NA"
"NA","13.515259","-8.705566e-02","NA"
"Sepw1"," 8.713720"," 2.873448e-01","Sepw1"
"Grcc10","12.417879"," 1.986110e-02","Grcc10"
"Rnase1"," 5.648986"," 1.963985e-02","Rnase1"
"Spop","10.923263"," 1.818320e-01","Spop"
"Spop"," 9.537573"," 4.204706e-01","Spop"
"Park7","12.480842"," 2.938001e-02","Park7"
"Rab32"," 7.094085","-3.857674e-02","Rab32"
"Sh3bgrl3","11.256914"," 1.985405e-01","Sh3bgrl3"
"Emp1"," 9.745815","-2.655523e-01","Emp1"
"Pnp","11.620349"," 1.281758e-02","Pnp"
"Gsto1","11.683393","-1.826163e-01","Gsto1"
"Trrap","10.343463","-2.148116e-01","Trrap"
"Egln2","10.430090"," 9.760180e-03","Egln2"
"Dpf2","11.121497"," 1.520065e-01","Dpf2"
"Mcrs1","10.710216","-9.376305e-02","Mcrs1"
"Mum1","10.086849","-1.372313e-01","Mum1"
"Creld1"," 8.108561","-6.987916e-02","Creld1"
"Siae"," 5.962866","-2.243931e-01","Siae"
"Siae"," 6.214987","-3.286763e-01","Siae"
"Hgs"," 9.473847","-4.318005e-02","Hgs"
"Clpb"," 8.887212","-2.468300e-02","Clpb"
"Phf1"," 6.875526"," 8.134892e-03","Phf1"
"Nfe2l2","10.057166"," 4.086350e-01","Nfe2l2"
"Ezh2","12.210363","-4.786337e-02","Ezh2"
"Zdhhc7"," 8.708960","-3.223695e-01","Zdhhc7"
"Rpl6","14.033180"," 3.233518e-02","Rpl6"
"Ndufb3","11.232642"," 8.072810e-02","Ndufb3"
"Slc35b4"," 7.739637","-3.598719e-01","Slc35b4"
"Slc35b4"," 8.106723","-1.326288e-01","Slc35b4"
"Slc35b4"," 7.466821","-2.405191e-01","Slc35b4"
"Atp2a2"," 9.901166","-4.524794e-01","Atp2a2"
"Dppa5a"," 5.913279","-1.007795e-01","Dppa5a"
"Stra13"," 9.505823"," 2.861046e-02","Stra13"
"Pdlim1","10.587803"," 2.346603e-01","Pdlim1"
"Ei24","11.027186","-3.297719e-01","Ei24"
"Tspan31","11.548065","-6.682430e-02","Tspan31"
"Eftud2","11.241350","-4.040439e-01","Eftud2"
"Melk","11.260526"," 3.856308e-02","Melk"
"Rrp8"," 9.579945","-1.497061e-01","Rrp8"
"Slc13a3"," 4.259129","-1.348858e-01","Slc13a3"
"Gad1"," 3.307476","-2.689986e-01","Gad1"
"Gad1"," 4.657012"," 1.096936e-01","Gad1"
"Ctps","11.899707","-7.895023e-02","Ctps"
"Sox7"," 7.527444"," 1.349211e-01","Sox7"
"Cox6b1","12.944976"," 2.793238e-02","Cox6b1"
"Strap","11.828040","-6.502739e-02","Strap"
"Atp5e","12.417188"," 8.506250e-02","Atp5e"
"Acin1","10.205188"," 7.631424e-02","Acin1"
"Actl6a","11.914368"," 5.666743e-02","Actl6a"
"Gfm1","10.270365"," 9.241762e-02","Gfm1"
"Traf4"," 7.840240","-3.796045e-02","Traf4"
"Mmp14"," 6.748732"," 1.363379e-01","Mmp14"
"Pofut2"," 7.364923","-1.904467e-01","Pofut2"
"Tox4","10.018966"," 1.697851e-01","Tox4"
"Cdc45"," 9.217989"," 1.626091e-02","Cdc45"
"Socs3"," 7.281736"," 6.175085e-02","Socs3"
"NA","11.994916"," 1.075390e-01","NA"
"NA","11.248417"," 1.625268e-01","NA"
"Epcam","10.455956"," 3.259942e-01","Epcam"
"Stub1","12.328250"," 1.214051e-02","Stub1"
"Wdr5","10.456038","-2.275313e-01","Wdr5"
"Bad","10.065930"," 5.271906e-02","Bad"
"Bad"," 9.145239"," 1.434568e-01","Bad"
"Man2b2"," 5.589410"," 8.796625e-02","Man2b2"
"Ruvbl1","11.351145","-2.132498e-02","Ruvbl1"
"Zfp239"," 8.562718"," 1.069586e-01","Zfp239"
"Xrcc1","10.326265"," 4.873704e-03","Xrcc1"
"Ptprn"," 7.055085","-1.334361e-01","Ptprn"
"Sparc","11.809139"," 5.775150e-01","Sparc"
"Rab34","10.909152"," 2.927564e-01","Rab34"
"Rab34","11.176461"," 2.029759e-01","Rab34"
"Glrx"," 8.507424","-3.581337e-02","Glrx"
"Glrx"," 8.057708"," 2.550655e-01","Glrx"
"Sfrp1"," 8.964102"," 1.569307e-01","Sfrp1"
"Mrps22","11.168175"," 9.065970e-02","Mrps22"
"Slc44a4"," 6.416252","-1.120077e-01","Slc44a4"
"Hdgfrp2"," 9.304647"," 6.566775e-03","Hdgfrp2"
"Glis2"," 9.626264","-2.956228e-02","Glis2"
"Glis2"," 7.467361","-3.167664e-01","Glis2"
"Rcan1"," 9.815882"," 2.448493e-02","Rcan1"
"Rcan1"," 6.969738"," 7.601779e-01","Rcan1"
"Rad52"," 7.538696"," 1.411828e-01","Rad52"
"Rpl22","13.380323","-5.633546e-02","Rpl22"
"Cyc1","11.999622"," 1.014250e-01","Cyc1"
"Nhp2","11.711461","-1.877699e-01","Nhp2"
"Nhp2","12.578603","-3.239727e-01","Nhp2"
"4931406C07Rik"," 9.000076"," 5.406651e-01","4931406C07Rik"
"BC004004"," 9.941337"," 2.624983e-01","BC004004"
"BC004004"," 9.595024"," 8.521847e-02","BC004004"
"Clcn3"," 7.468175"," 2.906567e-01","Clcn3"
"Scamp2"," 8.908773","-5.329015e-02","Scamp2"
"Cyp1b1"," 6.646694"," 1.169579e-01","Cyp1b1"
"Cyp1b1"," 4.781852"," 2.214601e-01","Cyp1b1"
"Eid1","11.080764"," 2.229119e-01","Eid1"
"Clpp","10.892060"," 2.134184e-02","Clpp"
"Clpp","10.921827","-3.646507e-02","Clpp"
"Acss1"," 7.177757"," 3.556126e-01","Acss1"
"Ppox"," 8.954601","-2.053318e-02","Ppox"
"4632428N05Rik"," 6.036911"," 3.403449e-01","4632428N05Rik"
"Smarcal1","10.118797"," 4.735619e-02","Smarcal1"
"Llgl1","11.787033"," 1.317942e-01","Llgl1"
"Wbscr16"," 8.804841","-1.608318e-01","Wbscr16"
"Thbs3"," 8.022838"," 1.420372e-01","Thbs3"
"NA","14.701241"," 1.834556e-02","NA"
"Serping1"," 7.750493"," 1.319694e-01","Serping1"
"Pla2g1b"," 5.443748"," 1.884002e-01","Pla2g1b"
"Spint1"," 7.374062","-2.182105e-02","Spint1"
"Tmem223","10.961512"," 1.405519e-01","Tmem223"
"Slc1a5"," 7.440818","-4.134500e-01","Slc1a5"
