"","X","Y","Symbol"
"NA"," 6.096332"," 5.988612e-01","NA"
"BC029214"," 6.399317"," 5.612581e-02","BC029214"
"9430091N11Rik"," 4.605133","-5.221734e-01","9430091N11Rik"
"Itpa"," 5.430405","-2.519227e-01","Itpa"
"B230325K18Rik"," 6.471686","-2.769373e-01","B230325K18Rik"
"Gm5914"," 6.519831","-7.212532e-02","Gm5914"
"Mga"," 5.068079"," 1.722683e-01","Mga"
"Arhgef17"," 5.116698"," 2.187757e-01","Arhgef17"
"AA409587"," 5.649779","-5.260118e-01","AA409587"
"Steap2"," 6.678652"," 1.100476e-01","Steap2"
"NA"," 4.365442"," 1.645363e-01","NA"
"NA"," 4.221956","-2.600717e-01","NA"
"Becn2"," 5.055008","-6.878103e-02","Becn2"
"Mtcl1"," 7.837786"," 4.329849e-01","Mtcl1"
"Mapk14"," 7.254258"," 1.240304e-02","Mapk14"
"NA"," 5.881582","-1.357812e-02","NA"
"NA"," 5.917781"," 4.319940e-01","NA"
"Atp11c"," 3.933450"," 1.154306e-01","Atp11c"
"Kctd12b"," 8.562677"," 7.010955e-02","Kctd12b"
"4832406H04Rik"," 5.070139"," 4.614306e-02","4832406H04Rik"
"Grin2b"," 3.181565"," 1.265199e-01","Grin2b"
"Lmbr1"," 6.285467","-1.234270e-01","Lmbr1"
"NA"," 6.119106"," 3.611767e-02","NA"
"NA"," 5.699275","-1.069184e-01","NA"
"D2Ertd127e"," 3.746760","-4.268839e-02","D2Ertd127e"
"NA"," 4.915309","-2.000276e-01","NA"
"Ablim1"," 4.769145"," 4.489821e-02","Ablim1"
"Gm20083"," 3.814103"," 2.113818e-02","Gm20083"
"Gm20362"," 3.971493","-1.450254e-02","Gm20362"
"Fam196b"," 6.468301"," 1.327324e+00","Fam196b"
"Lcn4"," 4.158744","-2.508566e-02","Lcn4"
"NA"," 5.114224","-3.592833e-01","NA"
"Mast4"," 6.189059"," 1.259201e-01","Mast4"
"NA"," 6.985255","-5.385500e-01","NA"
"NA"," 4.146234"," 7.479763e-02","NA"
"NA"," 4.999152"," 9.934108e-02","NA"
"Ppp4r1l-ps"," 5.592381"," 2.607252e-02","Ppp4r1l-ps"
"NA"," 5.254881","-1.821914e-01","NA"
"Srrm4os"," 5.026781"," 8.037389e-02","Srrm4os"
"Oas1f"," 5.705764","-9.884965e-02","Oas1f"
"NA"," 6.447184"," 2.023903e-01","NA"
"4930519H02Rik"," 3.848210"," 7.614905e-02","4930519H02Rik"
"NA"," 4.399635"," 1.638100e-01","NA"
"NA"," 4.012289","-1.761324e-01","NA"
"NA"," 3.417854","-1.605653e-01","NA"
"NA"," 5.068528","-3.835967e-02","NA"
"A730020M07Rik"," 5.283004","-2.244383e-02","A730020M07Rik"
"Nfx1"," 6.409448","-2.769549e-01","Nfx1"
"Ube2t"," 4.973483"," 4.581711e-02","Ube2t"
"NA"," 4.881776"," 9.472471e-02","NA"
"NA"," 5.984826","-2.838342e-01","NA"
"NA"," 5.410942","-2.315844e-01","NA"
"Sh3rf1"," 5.802190","-2.540250e-01","Sh3rf1"
"B130034C11Rik"," 5.536198"," 7.959844e-02","B130034C11Rik"
"NA"," 5.137763"," 4.871098e-01","NA"
"NA"," 5.499558"," 9.748350e-02","NA"
"9230104K21Rik"," 5.874974"," 2.084024e-02","9230104K21Rik"
"NA"," 6.400258","-6.785562e-02","NA"
"Sulf2"," 8.197273","-4.800286e-02","Sulf2"
"D9Wsu90e"," 4.358993"," 5.498549e-03","D9Wsu90e"
"Depdc5"," 3.715291","-9.485470e-02","Depdc5"
"NA"," 4.662711","-5.331361e-01","NA"
"Dnah9"," 4.170819","-9.519020e-03","Dnah9"
"Kcna1"," 4.758581"," 4.752687e-02","Kcna1"
"NA"," 4.053531","-1.790204e-01","NA"
"5830454E08Rik"," 6.556749"," 1.052753e-01","5830454E08Rik"
"D930001B02"," 6.062884","-2.466437e-01","D930001B02"
"Med8"," 7.534847"," 6.243198e-02","Med8"
"NA"," 3.939268"," 2.037526e-01","NA"
"NA"," 3.978282"," 1.315703e-01","NA"
"NA"," 5.888945","-6.106279e-02","NA"
"Srrm3"," 5.887383"," 2.850989e-01","Srrm3"
"NA"," 6.431413","-5.266988e-01","NA"
"NA"," 4.239360"," 1.580719e-01","NA"
"NA"," 6.362235","-4.373985e-01","NA"
"A030014E15Rik"," 3.493786","-1.386932e-02","A030014E15Rik"
"Wapl"," 5.227002","-3.682320e-01","Wapl"
"NA"," 5.896856","-3.400228e-01","NA"
"NA"," 7.848407","-1.585556e-01","NA"
"NA"," 5.652641"," 6.434500e-02","NA"
"BC048562"," 4.774437","-2.143324e-02","BC048562"
"NA"," 5.286666","-6.384852e-02","NA"
"Atxn7l1"," 4.597566","-3.573215e-02","Atxn7l1"
"NA"," 3.918406"," 1.579306e-01","NA"
"D8Ertd82e"," 9.011494"," 1.634778e-01","D8Ertd82e"
"NA"," 5.447670"," 1.316010e-01","NA"
"Fn3k"," 3.585883","-1.982329e-02","Fn3k"
"NA"," 3.050046","-2.605543e-02","NA"
"NA"," 4.440267"," 1.146465e-01","NA"
"W91776"," 4.938606","-2.357345e-01","W91776"
"NA"," 3.643905"," 1.603435e-01","NA"
"Rnasek"," 4.580153","-1.316687e-02","Rnasek"
"NA"," 5.270208","-1.600840e-02","NA"
"NA"," 6.063581"," 1.243668e-01","NA"
"NA"," 3.516748","-3.612201e-02","NA"
"2610027H17Rik"," 3.913385","-2.146730e-03","2610027H17Rik"
"Zfp523"," 5.437859"," 5.112738e-02","Zfp523"
"NA"," 6.463812","-3.170373e-01","NA"
"1810064F22Rik"," 6.897118","-7.615331e-02","1810064F22Rik"
"Slc6a2"," 4.290867"," 3.000355e-01","Slc6a2"
"D2Ertd501e"," 3.991995","-8.221649e-02","D2Ertd501e"
"NA"," 4.696230","-1.133910e-01","NA"
"Stradb"," 4.449173"," 1.865141e-01","Stradb"
"Fcho2"," 6.769064","-7.773892e-02","Fcho2"
"Top2a"," 7.437393","-4.417694e-02","Top2a"
"C79845"," 5.370295","-1.213878e-01","C79845"
"Spata5"," 3.429728","-6.044480e-03","Spata5"
"NA"," 4.733968","-7.157406e-02","NA"
"NA"," 4.253659","-9.167587e-02","NA"
"Adamts19"," 4.822271","-1.463070e-01","Adamts19"
"NA"," 3.847683"," 2.127052e-01","NA"
"Gfod1"," 4.596514","-4.801080e-02","Gfod1"
"NA"," 6.318656","-2.768446e-02","NA"
"NA"," 3.658350","-1.187053e-01","NA"
"Fbxl20"," 5.434542"," 5.049435e-01","Fbxl20"
"Strbp","10.486937","-3.354203e-02","Strbp"
"Ppip5k1"," 5.699634"," 4.246290e-01","Ppip5k1"
"Nav2"," 4.320164"," 1.750628e-01","Nav2"
"NA"," 5.113577"," 1.279439e-01","NA"
"NA"," 4.371929"," 1.464975e-01","NA"
"NA"," 4.379967"," 2.141843e-02","NA"
"NA"," 6.954099","-6.598362e-03","NA"
"NA"," 5.199717","-2.055139e-02","NA"
"NA"," 4.650148","-3.768242e-01","NA"
"NA"," 4.876941","-1.363613e-02","NA"
"D14Ertd574e"," 3.619929"," 6.572614e-02","D14Ertd574e"
"Ift81"," 4.632240","-9.672193e-02","Ift81"
"Ambra1"," 6.053766"," 1.205460e-02","Ambra1"
"NA"," 3.482149","-1.945001e-01","NA"
"Mkln1os"," 4.020007"," 1.454533e-01","Mkln1os"
"NA"," 4.203117"," 1.219727e-01","NA"
"Gm9648"," 5.730223"," 2.717076e-02","Gm9648"
"NA"," 3.414426","-2.304349e-03","NA"
"NA"," 3.374153","-1.169950e-01","NA"
"D9Ertd306e"," 6.571774","-7.344228e-01","D9Ertd306e"
"NA"," 3.723900"," 2.774769e-03","NA"
"NA"," 3.880382"," 1.614901e-01","NA"
"D14Ertd24e"," 4.309034"," 4.182847e-02","D14Ertd24e"
"NA"," 3.240354","-1.174211e-02","NA"
"NA"," 4.485802"," 7.534408e-02","NA"
"C130090I23Rik"," 3.566493"," 2.958312e-03","C130090I23Rik"
"NA"," 3.648852","-1.836135e-01","NA"
"DXErtd11e"," 6.554452"," 1.289687e-01","DXErtd11e"
"NA"," 3.649997","-5.547286e-02","NA"
"C79242"," 4.519637"," 3.468942e-01","C79242"
"Birc6"," 4.540003","-2.084418e-01","Birc6"
"NA"," 4.585405"," 1.816980e-01","NA"
"Smchd1"," 5.816046","-1.916173e-01","Smchd1"
"C78662"," 4.452546"," 1.384030e-01","C78662"
"Cdv3"," 6.291653","-1.997211e-02","Cdv3"
"C77406"," 3.366111","-2.074581e-03","C77406"
"Nrxn1"," 4.526080"," 1.526594e-01","Nrxn1"
"Lrch1"," 5.919081"," 1.038859e-01","Lrch1"
"NA"," 4.124918"," 4.768992e-04","NA"
"NA"," 3.515545","-1.140413e-01","NA"
"NA"," 6.774932"," 1.212563e-02","NA"
"NA"," 3.851474","-6.958078e-02","NA"
"Whrn"," 4.685083"," 5.064261e-02","Whrn"
"Proca1"," 6.522389"," 5.965532e-01","Proca1"
"NA"," 4.556052","-4.160514e-01","NA"
"5830473C10Rik"," 4.370730"," 1.843943e-01","5830473C10Rik"
"Ipo7"," 4.755589"," 1.087232e-01","Ipo7"
"Cdc42ep1"," 4.257697","-5.797067e-02","Cdc42ep1"
"Fam208b"," 4.853722","-1.561244e-01","Fam208b"
"NA"," 7.547741"," 1.683076e-01","NA"
"NA"," 5.534474"," 5.983479e-02","NA"
"D2Ertd623e"," 3.687512","-9.420686e-02","D2Ertd623e"
"9630013A20Rik"," 3.857548"," 2.204244e-01","9630013A20Rik"
"C030044O21Rik"," 3.558079","-1.349946e-02","C030044O21Rik"
"NA"," 4.647085","-3.267873e-01","NA"
"NA"," 3.484978"," 1.780069e-02","NA"
"Gm30853"," 4.686367","-3.152628e-01","Gm30853"
"NA"," 3.240885","-3.300376e-01","NA"
"Gm5124"," 6.438851","-1.850417e-01","Gm5124"
"NA"," 6.762464","-1.078089e-01","NA"
"Ccdc47"," 6.059738","-4.224407e-01","Ccdc47"
"C77681"," 4.529132"," 8.369107e-02","C77681"
"NA"," 4.330598","-3.225218e-02","NA"
"Xpo4"," 5.400993","-6.637862e-01","Xpo4"
"NA"," 3.750982","-1.569712e-01","NA"
"NA"," 3.937745","-4.163801e-02","NA"
"D12Ertd123e"," 4.558475"," 2.807118e-01","D12Ertd123e"
"NA"," 5.319574"," 2.294887e-01","NA"
"NA"," 3.379440"," 2.031303e-01","NA"
"NA"," 3.407326","-5.729232e-02","NA"
"NA"," 5.734593","-3.873336e-01","NA"
"6430590A07Rik"," 5.731058"," 1.160390e-01","6430590A07Rik"
"NA"," 5.911169"," 3.699332e-02","NA"
"NA"," 4.820414"," 1.241911e-01","NA"
"NA"," 4.444757","-3.894271e-02","NA"
"C77609"," 4.565273","-2.013251e-02","C77609"
"Oaz2"," 6.836631","-1.112126e-01","Oaz2"
"Eya4"," 9.605367"," 5.835691e-01","Eya4"
"NA"," 5.929431"," 5.966999e-02","NA"
"Ighm"," 4.713676"," 2.152382e-01","Ighm"
"NA"," 4.652741"," 1.456407e-02","NA"
"C730027H18Rik"," 3.576999"," 3.200379e-02","C730027H18Rik"
"NA"," 4.596157","-6.639465e-01","NA"
"NA"," 4.000802","-3.018961e-01","NA"
"Mbnl3"," 8.192980","-1.436928e-01","Mbnl3"
"NA"," 3.395072"," 1.059517e-01","NA"
"NA"," 3.295559"," 1.576204e-01","NA"
"Thsd4"," 4.219875"," 2.182923e-02","Thsd4"
"Mapre2"," 4.400994","-7.665096e-02","Mapre2"
"Kalrn"," 6.052062"," 5.060298e-01","Kalrn"
"Kcnd3"," 4.689228","-2.001381e-01","Kcnd3"
"NA"," 4.401996","-1.631618e-01","NA"
"NA"," 4.019828"," 9.696901e-02","NA"
"Gm10421"," 5.440139"," 3.189935e-01","Gm10421"
"NA"," 3.238586","-1.811574e-01","NA"
"NA"," 5.107862"," 3.000512e-01","NA"
"NA"," 3.352292"," 1.036070e-02","NA"
"Zfp827"," 7.182276"," 2.275154e-01","Zfp827"
"Tmem8"," 5.704922"," 1.068082e-01","Tmem8"
"NA"," 3.266596","-7.664461e-03","NA"
"Pcdh10"," 4.085639","-5.164942e-01","Pcdh10"
"C78878"," 3.296459"," 2.286752e-02","C78878"
"Zbtb24"," 4.523258","-1.216266e-01","Zbtb24"
"NA"," 4.877326"," 1.949747e-01","NA"
"NA"," 5.829596","-1.510593e-01","NA"
"NA"," 3.506561"," 4.074636e-02","NA"
"Apela"," 3.368450"," 9.736232e-02","Apela"
"NA"," 3.482475","-2.072494e-02","NA"
"Trmt13"," 4.318366","-2.863551e-02","Trmt13"
"Gm10785"," 4.932577"," 4.043002e-02","Gm10785"
"NA"," 4.611866"," 2.055008e-01","NA"
"Creb5"," 3.948936"," 3.336466e-03","Creb5"
"Ap5z1"," 5.762158"," 1.990337e-02","Ap5z1"
"Rfx2"," 5.386157","-5.069218e-02","Rfx2"
"9330111N05Rik"," 3.371725","-1.159688e-01","9330111N05Rik"
"A530020G20Rik"," 3.649594","-1.222749e-01","A530020G20Rik"
"Ksr1"," 5.856549"," 1.351826e-01","Ksr1"
"Gcsam"," 3.546015","-1.035880e-01","Gcsam"
"AI854703"," 4.542793"," 4.830494e-02","AI854703"
"9330121J05Rik"," 4.947002"," 3.883341e-02","9330121J05Rik"
"B230220N19Rik"," 6.569525"," 1.642746e-01","B230220N19Rik"
"Socs2"," 6.507247","-5.149443e-03","Socs2"
"NA"," 3.506850"," 8.202006e-02","NA"
"Panct2"," 4.280530","-1.583284e-01","Panct2"
"NA"," 4.812789"," 8.713559e-02","NA"
"NA"," 6.164028","-1.209106e-01","NA"
"NA"," 4.581772"," 3.923633e-02","NA"
"NA"," 5.495654","-6.994654e-02","NA"
"Gm4274"," 4.229239","-4.124676e-02","Gm4274"
"Ttk"," 5.479792","-1.390501e-01","Ttk"
"Gm2115"," 4.694063"," 5.730996e-02","Gm2115"
"Klhdc2"," 4.569438"," 5.454174e-01","Klhdc2"
"C79122"," 4.425437","-1.340996e-01","C79122"
"Prkrip1"," 5.634473","-2.408201e-01","Prkrip1"
"Slc12a9"," 3.637775"," 1.388123e-01","Slc12a9"
"A830082K12Rik"," 5.984508","-5.997548e-01","A830082K12Rik"
"Gmeb1"," 6.355160"," 4.035906e-02","Gmeb1"
"NA"," 4.715871","-2.391300e-01","NA"
"NA"," 4.619838","-1.658114e-01","NA"
"Ercc6"," 3.761344"," 2.941357e-02","Ercc6"
"NA"," 6.307860","-2.083392e-01","NA"
"NA"," 4.994274","-1.204357e-01","NA"
"NA"," 6.614687"," 1.619689e-01","NA"
"Layn"," 5.746745"," 8.845015e-02","Layn"
"NA"," 4.443825","-2.778736e-01","NA"
"Plxdc1"," 5.600678"," 6.614990e-03","Plxdc1"
"4930592C13Rik"," 5.042661"," 1.001518e-02","4930592C13Rik"
"C730036E19Rik"," 3.657036","-7.833617e-02","C730036E19Rik"
"Spon1"," 5.071350","-4.590522e-02","Spon1"
"Il1rap"," 4.035279","-9.846032e-02","Il1rap"
"NA"," 4.271859","-1.441664e-01","NA"
"NA"," 4.879542","-9.428570e-03","NA"
"NA"," 5.291964","-1.795464e-01","NA"
"NA"," 6.122366","-3.232399e-01","NA"
"NA"," 5.844012","-1.168631e-01","NA"
"NA"," 4.403112","-8.150156e-02","NA"
"C77798"," 4.625406"," 1.859504e-02","C77798"
"NA"," 5.129001","-2.798600e-01","NA"
"Mef2a"," 5.818395"," 2.574891e-02","Mef2a"
"C920008N22Rik"," 4.247669"," 1.280962e-03","C920008N22Rik"
"NA"," 4.661420","-2.473225e-01","NA"
"NA"," 3.576992"," 1.373037e-01","NA"
"NA"," 3.785236"," 1.416427e-01","NA"
"NA"," 5.662539","-1.965483e-01","NA"
"NA"," 5.755185","-3.989315e-01","NA"
"NA"," 4.014589"," 7.958117e-02","NA"
"NA"," 3.527177"," 3.248114e-02","NA"
"NA"," 6.661709","-7.213886e-02","NA"
"NA"," 3.682326","-1.851064e-02","NA"
"NA"," 3.878371"," 8.804398e-02","NA"
"Gm13483"," 5.560749"," 2.397089e-03","Gm13483"
"NA"," 3.694366","-9.223841e-02","NA"
"Itsn1"," 6.415303"," 2.645255e-01","Itsn1"
"NA"," 3.553510"," 2.258909e-02","NA"
"NA"," 3.969448","-6.826178e-02","NA"
"Slfn5"," 4.977406","-4.730085e-02","Slfn5"
"NA"," 5.458999","-2.693004e-02","NA"
"NA"," 5.277882"," 7.758404e-02","NA"
"Kdm6b"," 6.193435"," 1.823320e-01","Kdm6b"
"Gm10523"," 5.480703"," 1.143246e-01","Gm10523"
"Atp2b3"," 5.642797"," 9.363388e-02","Atp2b3"
"NA"," 3.850817","-1.074524e-02","NA"
"Yipf1"," 4.877951"," 1.152479e-01","Yipf1"
"Zfp563"," 7.325669"," 6.804465e-03","Zfp563"
"1500009L16Rik"," 4.761565","-1.953838e-01","1500009L16Rik"
"NA"," 4.895199"," 2.302001e-02","NA"
"NA"," 4.014169"," 9.375548e-02","NA"
"Ankub1"," 6.196632","-5.391253e-02","Ankub1"
"NA"," 3.482454"," 2.177947e-02","NA"
"Zfp729a"," 6.637070"," 2.715824e-01","Zfp729a"
"NA"," 4.082572"," 3.137199e-01","NA"
"Elovl6"," 4.981324","-2.434101e-01","Elovl6"
"D1Ertd273e"," 3.390399","-9.938857e-02","D1Ertd273e"
"Ndufb2"," 6.309924","-2.148511e-01","Ndufb2"
"Pcdh9"," 7.174038","-6.011961e-01","Pcdh9"
"Ppil2"," 6.696022"," 1.465588e-02","Ppil2"
"NA"," 5.641984"," 3.294631e-02","NA"
"Tmem167"," 6.193707"," 1.700934e-01","Tmem167"
"Rbm12b2"," 4.856730"," 9.747378e-02","Rbm12b2"
"NA"," 4.414488"," 9.218247e-02","NA"
"C77874"," 4.359543"," 1.723936e-01","C77874"
"D9Ertd12e"," 3.990531"," 4.582177e-02","D9Ertd12e"
"Cdc40"," 5.672441","-4.029505e-02","Cdc40"
"NA"," 4.357696"," 3.921459e-02","NA"
"NA"," 5.130280","-2.933049e-02","NA"
"NA"," 6.613446"," 9.438560e-02","NA"
"NA"," 5.717818","-1.595775e-01","NA"
"0610040F04Rik"," 5.661956","-8.913546e-02","0610040F04Rik"
"NA"," 3.970520"," 1.030815e-01","NA"
"NA"," 4.485307","-3.784513e-02","NA"
"LOC102643251"," 3.735775","-2.737972e-03","LOC102643251"
"Maoa"," 8.041234"," 1.479979e-02","Maoa"
"NA"," 3.966089"," 4.086101e-02","NA"
"Ccdc28b"," 4.298077","-2.177664e-01","Ccdc28b"
"NA"," 5.432580","-1.302914e-01","NA"
"NA"," 3.702540"," 1.352756e-01","NA"
"NA"," 5.399793","-7.424800e-03","NA"
"NA"," 5.683461","-3.626389e-01","NA"
"Hmg20a"," 6.228691","-2.803734e-01","Hmg20a"
"Hmg20a"," 5.829707","-3.295640e-01","Hmg20a"
"NA"," 4.021730"," 1.234777e-01","NA"
"NA"," 4.026341","-1.084710e-01","NA"
"1700064N11Rik"," 5.305282"," 1.637343e-01","1700064N11Rik"
"NA"," 3.569871"," 1.319915e-01","NA"
"1700017B05Rik"," 4.140201","-1.087136e-01","1700017B05Rik"
"Tmem143"," 4.912765"," 8.284772e-02","Tmem143"
"NA"," 6.440099","-1.613598e-01","NA"
"NA"," 5.003924"," 2.186996e-01","NA"
"Trim5"," 3.500333","-1.004486e-01","Trim5"
"NA"," 4.286437"," 1.568694e-01","NA"
"Caln1"," 4.319188","-1.914112e-01","Caln1"
"NA"," 4.304980"," 2.331733e-01","NA"
"NA"," 4.128610"," 9.281485e-02","NA"
"Gm32688"," 6.074974"," 1.011241e-01","Gm32688"
"Vps54"," 4.739031"," 3.000677e-03","Vps54"
"Pde4b"," 4.425050"," 4.145862e-01","Pde4b"
"NA"," 3.732296"," 2.454786e-01","NA"
"NA"," 4.628935","-1.065292e-02","NA"
"Greb1l"," 5.968828","-7.523461e-02","Greb1l"
"NA"," 4.270180","-5.337398e-01","NA"
"C76938"," 4.602912","-1.051257e-01","C76938"
"Nsmf"," 5.435181","-9.584468e-03","Nsmf"
"Camk2a"," 4.147040","-5.995842e-02","Camk2a"
"NA"," 3.880536"," 8.112547e-02","NA"
"NA"," 4.802223","-3.208019e-01","NA"
"NA"," 3.963634","-1.877562e-01","NA"
"NA"," 5.223815"," 3.492905e-02","NA"
"NA"," 4.422539"," 1.825307e-01","NA"
"Gm4665"," 3.307820","-9.540859e-02","Gm4665"
"D130037M23Rik"," 6.294120"," 1.327580e-01","D130037M23Rik"
"NA"," 3.234803","-5.306501e-02","NA"
"Trmt10c"," 4.166372"," 3.692525e-02","Trmt10c"
"NA"," 6.369802","-2.761701e-02","NA"
"NA"," 4.079532"," 1.071971e-01","NA"
"Prmt3"," 4.464270","-3.096817e-02","Prmt3"
"Gm38434"," 5.841060","-3.103967e-01","Gm38434"
"NA"," 5.723790"," 8.313036e-02","NA"
"NA"," 4.086309","-8.038996e-02","NA"
"NA"," 5.452184","-9.163353e-02","NA"
"NA"," 7.604064"," 1.617815e-01","NA"
"NA"," 6.386766","-2.410749e-01","NA"
"AI845619"," 4.640818"," 1.345952e-02","AI845619"
"NA"," 4.806299"," 5.589428e-02","NA"
"NA"," 3.839341"," 1.117230e-01","NA"
"NA"," 4.500400","-1.622038e-01","NA"
"NA"," 4.303963","-1.099748e-01","NA"
"Pds5a"," 5.121608","-4.754877e-01","Pds5a"
"Hadhb"," 4.991704"," 1.246496e-01","Hadhb"
"Cep162"," 6.645755"," 9.411878e-02","Cep162"
"Phactr2"," 3.889008"," 2.267033e-01","Phactr2"
"NA"," 7.132752"," 1.047713e-01","NA"
"Klhl11"," 5.814451"," 1.459302e-01","Klhl11"
"Gm32926"," 6.118621","-1.043334e-02","Gm32926"
"Crebl2"," 3.717026","-9.783123e-02","Crebl2"
"Zfp119b"," 6.221192"," 2.168557e-01","Zfp119b"
"Prdm5"," 5.542913","-7.434280e-01","Prdm5"
"Mcc"," 5.390458","-1.066326e-01","Mcc"
"Atp2c1"," 4.291638","-5.824746e-02","Atp2c1"
"Trip4"," 5.338761","-1.406014e-01","Trip4"
"Rbm39"," 7.693914","-2.714196e-01","Rbm39"
"Rbm39"," 7.616519","-4.107329e-01","Rbm39"
"NA"," 5.734102"," 6.029334e-02","NA"
"NA"," 5.457225","-6.928116e-02","NA"
"Btbd3"," 3.986551","-3.091422e-02","Btbd3"
"Braf"," 4.777022","-1.096839e-01","Braf"
"B3galnt2"," 4.417146","-4.163263e-02","B3galnt2"
"Trio"," 6.193017","-1.600008e-01","Trio"
"NA"," 3.709024"," 1.236385e-01","NA"
"Tnfaip8"," 6.400247","-6.161448e-01","Tnfaip8"
"C030013G03Rik"," 3.601680"," 6.461889e-02","C030013G03Rik"
"NA"," 3.598058"," 3.011629e-02","NA"
"NA"," 4.069245","-1.424384e-01","NA"
"Lrch1"," 7.447738"," 1.572593e-01","Lrch1"
"Ccr9"," 4.347610"," 1.935657e-01","Ccr9"
"Akt1"," 6.069873","-8.491095e-03","Akt1"
"NA"," 6.667600","-2.396089e-01","NA"
"NA"," 3.614631"," 2.363628e-01","NA"
"Ttll10"," 5.466530","-7.253393e-02","Ttll10"
"Ttll10"," 5.547181","-1.748248e-01","Ttll10"
"Suv420h1"," 6.069152","-8.485094e-02","Suv420h1"
"NA"," 4.435491","-8.710500e-02","NA"
"NA"," 4.119199"," 4.190912e-02","NA"
"Uba1"," 4.745132","-1.647282e-01","Uba1"
"Arhgef40"," 6.864840","-5.368709e-02","Arhgef40"
"Mybpc1"," 5.143477","-1.493255e-01","Mybpc1"
"Zfp652"," 4.770136","-2.723533e-02","Zfp652"
"NA"," 3.656448","-1.705298e-01","NA"
"NA"," 4.795832"," 3.127212e-02","NA"
"NA"," 3.153963"," 5.434401e-02","NA"
"NA"," 3.695137"," 3.289215e-03","NA"
"NA"," 4.967849","-5.341753e-01","NA"
"NA"," 4.729140"," 9.993917e-03","NA"
"NA"," 3.193038","-1.014259e-01","NA"
"AA511254"," 4.431619"," 1.279680e-01","AA511254"
"1700071K01Rik"," 4.930770","-2.153732e-02","1700071K01Rik"
"NA"," 5.208330"," 1.289064e-01","NA"
"NA"," 6.249530","-1.407361e-01","NA"
"NA"," 4.794970","-2.584557e-01","NA"
"Rpusd2"," 5.953332","-3.901291e-02","Rpusd2"
"NA"," 5.278589","-1.314191e-01","NA"
"NA"," 4.974397","-1.596614e-01","NA"
"Rufy3"," 3.825798","-1.906928e-01","Rufy3"
"NA"," 7.590337","-1.341103e-01","NA"
"Afap1"," 4.273280"," 1.629867e-01","Afap1"
"NA"," 6.083564"," 1.054885e-01","NA"
"NA"," 5.290079"," 1.736164e-01","NA"
"NA"," 3.520489"," 4.730595e-01","NA"
"Slc35f6"," 3.516397","-9.267698e-02","Slc35f6"
"Tbrg4"," 9.329237"," 4.874397e-02","Tbrg4"
"NA"," 3.349203"," 1.304834e-01","NA"
"Prss37"," 2.998024","-9.897923e-02","Prss37"
"Atf7ip2"," 3.538846"," 1.471156e-01","Atf7ip2"
"Cmtm2a"," 3.506857"," 1.571183e-01","Cmtm2a"
"Hk3"," 5.602865","-1.031321e-02","Hk3"
"Nudcd3"," 7.452778","-1.245185e-01","Nudcd3"
"Fam181b"," 5.374767"," 6.725835e-01","Fam181b"
"Tm7sf3"," 3.369026","-1.388316e-01","Tm7sf3"
"Prrc2a"," 4.282767"," 2.550298e-01","Prrc2a"
"Rad51d"," 5.170814","-1.080423e-01","Rad51d"
"Fgr"," 6.428720","-1.488181e-01","Fgr"
"A130086G11Rik"," 5.074866"," 1.004889e-01","A130086G11Rik"
"9430030N17Rik"," 5.913373"," 2.009041e-01","9430030N17Rik"
"NA"," 5.110135"," 2.756313e-01","NA"
"Txnl4a"," 5.057909","-1.166056e-01","Txnl4a"
"Scn9a"," 3.459239","-4.071938e-01","Scn9a"
"Scn9a"," 3.938383"," 1.452323e-01","Scn9a"
"Rgmb"," 5.780372","-3.609202e-01","Rgmb"
"Gm10482"," 3.273230","-1.607546e-02","Gm10482"
"NA"," 3.397402","-4.595945e-02","NA"
"Gm16055"," 5.859907","-1.806359e-01","Gm16055"
"NA"," 5.596688","-1.383647e-01","NA"
"Hs3st3b1"," 4.109156"," 1.439182e-01","Hs3st3b1"
"A730091E23Rik"," 3.859205"," 7.177100e-03","A730091E23Rik"
"NA"," 4.092731"," 4.596154e-02","NA"
"Rhbdl2"," 5.307840"," 2.668919e-02","Rhbdl2"
"NA"," 3.879411"," 1.770947e-04","NA"
"NA"," 4.163100","-4.081369e-01","NA"
"NA"," 3.275685"," 2.148902e-01","NA"
"NA"," 6.148557"," 7.923808e-02","NA"
"8030497I03Rik"," 5.880011","-5.596744e-01","8030497I03Rik"
"NA"," 5.085968"," 4.826071e-02","NA"
"NA"," 5.755455"," 3.656441e-02","NA"
"Tlr4"," 3.485979"," 4.694301e-02","Tlr4"
"Ifi203"," 7.399190"," 1.423383e-01","Ifi203"
"NA"," 6.261182","-3.689827e-02","NA"
"NA"," 5.094257"," 7.121205e-02","NA"
"NA"," 4.338210"," 4.911654e-02","NA"
"Ankrd52"," 4.748165"," 2.485656e-01","Ankrd52"
"D15Ertd30e"," 4.575414","-2.437723e-01","D15Ertd30e"
"NA"," 4.780404","-2.316195e-01","NA"
"Gm19990"," 4.245842"," 1.990954e-01","Gm19990"
"Xpo7"," 3.277246","-1.941030e-01","Xpo7"
"NA"," 3.667587","-1.197475e-02","NA"
"Gm11691"," 5.885751","-5.367148e-03","Gm11691"
"NA"," 3.195167"," 1.037323e-01","NA"
"D4Ertd669e"," 4.667399"," 1.001332e-01","D4Ertd669e"
"NA"," 4.816311","-7.785171e-02","NA"
"Hspbap1"," 4.970970","-2.205832e-01","Hspbap1"
"4933411D12Rik"," 6.097722","-2.599109e-01","4933411D12Rik"
